text_a	text_b	score
我是中大的学生，他是中大的老师。	幼时家贫，考取秀才后在北京八旗都统家教书，清嘉庆十九年（1814年）状元，授翰林院修撰，受任校对高宗实录一书，高宗纯皇帝的纯字，误书为绝字，当时嘉庆帝宠任汝言，不忍加罪，言龙汝言精神不周，办事疏忽，着革职，永不叙用。	0.0
老范的心里乱极了。	对于雅典人口只有粗略的猜测，因为雅典人自己从来不进行人口普查。	0.0
许多人宁愿花几百块钱去吃一顿饭，也不愿意花十几块钱买一本书。	在北达科他州的Toadstool Geologic Park就发现了一头正向前行的副跑犀化石，突然停止并看著一头古猪兽迎面而来。	0.0
一只青蛙从小池塘里跳出来。	官至秘书监。	0.0
有苦没处诉。	中华人民共和国成立初期。	0.0
他们家死了一盆花。	致癌基因的得到功能的突变和肿瘤抑制基因的失去功能的突变，常常会使用汽车的油门与煞车来做比喻。	0.0
轮番的轰炸后，这个美丽的小镇被夷为平地。	两广、越南等地区也有说法是，除夕晚上到正月初一，灶君还要与诸神下凡，与人们一起过年，故除夕夜，有许多人也会祭拜灶君。	0.0
人家主动帮助你又什么不好？	他还认为书中的故事非常真实，包含有许多有关如何去爱他人，如果克服偏见，以及是什么原因让人与人之间孤立起来的真知灼见。	0.0
我今天的报还没有看呢。	在确认发现新粒子之前，两个独立的粒子探测器（ATLAS与CMS）所观测到的衰变特征出自于背景随机标准模型的事件机率，都必须低于百万分之一，也就是说，观测到的事件数量比没有新粒子的事件数量，两者之间相异的程度为5个标准差。	0.0
就算前面是地雷阵，我也要一往直前。	高安路 (上海)	0.0
大家别客气啊！	横店可以指：	0.0
我国在这一方面的法律规定与贵国的法律规定相同。	另外该法律则强调尊重各语言之多元性、平等发展及传承延续。	0.0
人人都看见她了。	先空降突击占领该地以等待主力部队的后援。	0.0
唐代有个诗人。这个诗人叫李白。	这个计划夺得多项第一，包括：第一次星际飞越(flyby)、第一个行星探测器以及第一个以重力加速航行的太空船。	0.0
新来的队友告诉我他也是从新疆建设兵团出来的。	中线是从三相电的中性点引出来。	0.0
度假我们去海南，还是去马尔代夫？	历史和名称由来。	0.0
新的已经卖完了。	隧道连接香港岛东部和九龙东部，全长2。	0.0
我请他来。	高耀洁在一次时代杂志采访中告诉记者，艾滋病在中国的传播并非因为卖淫或者吸毒。	0.0
东西全给他吃光了。	他把所有的东西吃完了。	1.0
虽然金融风暴使许多国家的国民经济出现了下滑现象，但是我国的国民经济依然保持了较快的增长。	庞德-雷布卡实验首次直接证实了这种现象的存在。	0.0
那些荔枝他吃了不少。	据报道，约翰逊表达了该法案会使得民主党在不远的未来丧失不少白人选民。	0.0
你们明天去春游，是不是？	其中N是薄透镜的材料折射率，R1，R2是球面的半径，半径的方向和光轴相同为正号，反之为负号。	0.0
既然情况都了解清楚了，为什么却还要死抓住人家这些小问题不放呢？	出现这些情况时，进球无效，双方争球，比赛继续。	0.0
卖衣服赚钱好容易呀，不到半年我就净落两万多。	不到半年我就净落两万多，卖衣服赚钱很容易。	1.0
他被批评了一顿。	匈牙利革命爆发后，中国亦支持苏军动武，并批评狄托于普拉的演说。	0.0
大海上没有波浪。	不同的店舖熬制廿四味时可能会视乎不同情况（如体质、天气、病情、地域）而加减，各有秘方，有些店会多加一些至廿八味，有些大概只有十多味没有划一标准。	0.0
我会是坏人吗？	我会是好人吗？	0.0
他看了看书。	迦百农(Capernaum)的正式名称应当是迦弗农(Capharnaum)（天主教作葛法翁），前者的名是直到第五世纪才出现的。	0.0
既然困难这么多，就不必在这件事上浪费时间了。	因为困难这么多，所以就不必在这件事上浪费时间了。	1.0
我们在哪些地方做的不对，或者不够令人满意？	其实西方国家的贵族制度虽与联合王国的五等爵位相似，但亦有出入，比如：德国的爵位分为15等，波兰的爵位分为4等（没有子爵），匈牙利的爵位分为3等（没有侯爵、子爵）。	0.0
不应该只看到个别动作像不像，而是要看舞蹈中表现的情感可能不可能存在。	但在今日的学界中亦有提出论述认为当时摧毁塞拉比斯神庙是真有其事，此说的凭据之一是在当初基督徒罗马皇帝狄奥多西下令摧毁神庙的纪录中并未提及图书馆的存在，此外当代的非基督徒学者萨迪斯的尤纳比乌斯（Eunapius of Sardis）对拆毁神庙一事的纪录中也未提到分馆的存在。	0.0
没你这么不讲道理的。	明太祖祖训曾提到不征之国，要求后世不可征服内容中的藩属国，其中台湾列属藩属国中的小琉球。	0.0
我今天的报还没有看呢。	我还没看今天的报纸。	1.0
他被批评了一顿。	不同历史社会背景下，权利客体所指涉的范围有所不同，例如在现代的民法中，人身不能被视为权利客体，但在奴隶制的时代，奴隶即被视作权利客体。	0.0
我没有说清楚，难免被人误会。	此外，游戏亦推出了连死补助（Death Streak）系统以平衡多人游戏中玩家之间技术的差异，该系统类似连杀奖励，在玩家连续阵亡若干次且没有击杀敌人时即可获得。	0.0
这两个问题相同。	作为他死前最后作品，明室既是对复杂的主体、意义和文化社会关系的持续反思，也是对他母亲动人的献礼和他悲伤的深切描绘。	0.0
这本书我恰好看过。	这本书刚好我看过。	1.0
这样的处理打破了历来的规矩。	残务处理完毕后大石内藏助因为手腕上的囊肿继续留在赤穂疗养。	0.0
他被老师批评了一顿。	四、受用境界衰退故。	0.0
这段描写固然有些夸张，但我国古代宝刀宝剑之锋利，却非虚传。	伊朗的神权政治权力核心是由一群位高权重的资深什叶派教士所组成，并在教士集团中产生伊朗最高领袖，具有伊朗总统与其他政治领袖的任命权。	0.0
我们在哪些地方做的不对，或者不够令人满意？	收藏经历。	0.0
那声音引导着她暂时与厂区生活拉开了距离。	苹果公司正致力于研发电源管理系统，提供的功能包括：改进能源使用率，估计用户离开电源的时间距离；	0.0
屋里连一个人也没有。	在重组过程中Air Do透过获得一个有期限的企业再生基金挹注资金，而全日空实际上是该组合的关键投资人，除此之外还有石屋制菓、等北海道的在地企业也参与其中。	0.0
他把车开得太快了。	陆抗葬父后，还都谢恩，孙权令中使以杨竺告陆逊的二十条罪状责问陆抗，陆抗一一回答，孙权渐渐消除对陆逊的愤怒。	0.0
她的漂亮打动了每一个人。	她的漂亮令我们每一个人为之打动。	1.0
里面有水的杯子。	较为严厉的应对措施。	0.0
我看电影看了八十块钱。	著此者，亦欲后人微见其意也。	0.0
钱包别给小偷偷了。	第七届立法委员任期出席纪录。	0.0
在我洗澡的时候，他在看电视。	当我洗澡的时候，他在看电视。	1.0
小赵知道得多。	小赵知道很多。	1.0
我不常逛街，因为我老没时间。	由于我老没时间，于是我不常逛街。	1.0
再折腾也没用。	由于没有绝对多数， 在继续进行的第二轮选举中，最终额勒贝格道尔吉以57。	0.0
他曾经长期不上班。	赛季里摩里斯表现大反弹，为球队贡献18胜，另外两名投手Kevin Tapani和史考特·艾瑞克森（Scott Erickson）分别投出16胜和20胜。	0.0
想走就走呗，又不是没你不行。	花小或中等，花瓣5-9，花瓣内部有毛；	0.0
你忘了？	你不记得了？	1.0
他连个规矩都没有。	⒈先发投手未能投满五局、下场时球队领先、领先保持到终场，那么胜投将给予救援投手中失分最少或是没有失分的一位。	0.0
他拿了我一本书。	境内有宝成、成渝、成昆、内昆、达成、遂渝铁路等铁路干线。	0.0
把纸撕了一半。	又名善九郎、幸富、丑之助。	0.0
他们昨天去了北京。	昨天他们去了北京。	1.0
他是才来的，岂有个为他疏你的。	从1983年到1989年，他开始带领斯图加特广播交响乐团。	0.0
看到实验成功，大家好高兴。	威尔斯于2007年11月宣布成为首届赛事的主办国家。	0.0
他已经通知了所有人。	无翼鸟目中包括纽西兰的国鸟奇异鸟。	0.0
你除非答应我的条件，我才告诉你。	在战争的一开始美国人对于芬兰的处境十分同情，但随著苏军的撤退，芬德联军开始对摩尔曼斯克铁路，这条苏联与西方盟国之间互相联络的铁路产生威胁。	0.0
他把这批货卖掉了一大半。	他卖掉了这批货的一大半。	1.0
他是个心胸宽广的人，哪里会介意这点小事。	在最后一次冰川期冰川从南部一直延伸到施坦贝尔格湖的北端，今天的湖就是这样形成的。	0.0
这个大男孩，宁可静静的坐着观察蚁群，也不愿去跟伙伴们爬树。	之后宫崎骏带著拟定的构想，在2006年10月带领吉卜力的工作伙伴开始制作。	0.0
文化活动可以导致人们的行为趋同，就是说，人们的心里状态在文化的作用下呈现出一致性。	英语：Dreamcatcher）是北美奥吉布瓦人的文化中一种手工艺品，使用柳树来做框，中间编织著松散的网或蜘蛛网。	0.0
风遇到防护林，速度就减少了百分之七十到八十。到了距离防护林等于林木高度二十米的地方，风速又恢复原来的强度。所以防护林必须是并行排列的许多林带，两列之间的距离不要超过林木高度的二十倍。	但是对于亚音速步枪子弹仍然有著比起使用手枪子弹的冲锋枪和短枪管的卡宾枪（例如AKS-74U和HK-53）更大的贯穿力（9A-91使用特别为其开发的PAB-9型穿甲，SP-6型子弹的廉价版本射击的话，可以在100公尺距离贯穿8毫米的钢板，贯穿具有三级个人防护能力的头盔和防弹背心）和破坏力这种优势来说，令其有著远比冲锋枪和卡宾枪更高的作战优势。	0.0
杯子被打破了。	日本成功打破传统工具机主轴形式，以类似蜘蛛脚的装置移动工具机主轴，并且以高速控制器控制，是为快速、多轴的工具机。	0.0
园子周围是一人高的木栅栏。	特色为新竹县体育发展重点学校，包括射箭、田径、标枪、铁饼等多项运动，其中多次获得嘉绩，也为新竹县带来风光。	0.0
孙中山，广东人。	降军处理。	0.0
中文系一年级有多少男生呢？	主要城市。	0.0
小明在家务上给妈妈帮了不少忙。	这个现象被称为冬季异常。	0.0
他把衣服烧了一个洞。	让我们考虑如何描述一个数如415/93，约为4。	0.0
你能把门打开吗？	这显示欧洲及亚洲在侏罗纪中期出现了一次动物迁徙。	0.0
她学了两个钟头英语。	最初分为南、北两个露天街市；	0.0
我给了她一只笔。	她用了我一支笔。	1.0
你走你的阳关道，我走我的独木桥。	你走你的独木桥，我走我的阳关道。	1.0
关山月，广东阳江人。	黄杏秀，暱称秀姑，香港电视演员，无线电视前艺员，毕业于香港浸会学院传理系、无线电视第四期艺员训练班。	0.0
几乎摔倒了。	平治物语绘词的三条殿夜讨巻亦是以上手法的著名例子。	0.0
不光大家伙都省事，你自己也可以少跑两趟嘛。	如，对于正己烷而言，它的分子式为CHCHCHCHCHCH，可以表明它的直链结构及分子中的碳氢原子个数；	0.0
他把车开得太快了。	他车开的太快了。	1.0
我和老李一起完成了任务。	老李和我一起完成了任务。	1.0
他不但细心听取了我们的意见，而且立刻通知组内成员前来商量，态度甚至比我们还要积极。	在此过程中，普兰揭示出自然界的规律与人类工业社会的规律之间的根本矛盾， 并指出我们的饮食习惯代表了我们与自然界最深切的联系与互动，工业化的饮食习惯掩盖了与人类生存密切相关的生态联系与关联。	0.0
买来的面包将够数。	彼得·杰克逊的妻子和他志同道合，1987年结婚以来，她担任了杰克逊多部电影（包括魔戒）的编剧。	0.0
我起码看过五遍。	由于2006年至2007年在印度洋上出现了-{zh-hans:厄尔尼诺现象；	0.0
我跟这个人通过信。	埃斯科巴也因为这个乌龙球，在回国后10天被人枪杀，造成了足球史上最悲惨的事件之一。	0.0
他们家住了两个客人。	詹天佑故居及纪念馆，现已恢复成旧有的西关大屋格局，建筑立面选用传统的青云砖，正面两个出入口均设有角门、（木趟）栊门和厚重的木门，墙面上有满洲窗，两侧前后花园也可通行。	0.0
既然选择了雪域高原，那么也就选择了艰苦奋斗。	在2008年北京夏季奥运的体操个人全能的吊环项目中，结尾的翻腾动作失败，横身跌在垫上，扭伤颈部。	0.0
一周之内再不把校对稿交给出版社，他们就要改变出版计划了。	在十九世纪早期，大量的社会组织出现，将黑人送出美国以便他们重获自由；	0.0
屋子前面有一口井。	支持反射的语言提供了一些在低级语言中难以实现的运行时特性。	0.0
他高兴坏了。	劳动对象指劳动本身所对应的客体，比如耕作的土地，纺织的棉花等。	0.0
看清楚那个人。	各人物并非每一集都会登场。	0.0
到时候我们不得学个文件什么的。	然而，希迈模型大多数处理什么过程应当被实施，而对如何它们才能被实施却不多。	0.0
小猪让老虎叼走了。	小猪被老虎叼走了。	1.0
这个公园逛了我们一个下午。	微软希望把这个Windows版本命名为Reduced Media Edition，但欧盟管理者反对，并建议以Edition N作为Windows XP的家用版及专业版的命名，N代表not with Windows Media Player（不包含Windows Media Player）。	0.0
她的漂亮打动了每一个人。	当时，每个游戏数据都给予一个ID（数字）和主角姓名，所持有的怪兽会因亲ID的功能而有不同个性。	0.0
她没叠好被子。	被子没有被她叠好。	1.0
我把父母接来。	父母被我接来。	1.0
不管荤的、素的都没个完。	从氟化银到碘化银，卤化银的溶解度逐渐降低，氯化银、溴化银和碘化银都是难溶于水的。	0.0
他这个人没个正经的。	"而且单词接受双重音比如""anónimo""或""anônimo""，现在是依靠说话者来加予重音。"	0.0
年轻时我也漂亮过。	我年轻的时候很漂亮。	1.0
老人家身板很硬朗。	台湾战后时期是指台湾历史上自1945年第二次世界大战结束后迄今、由中华民国管辖的时期，也称为中华民国时期、国民政府时期，有部份学者将这段时期称为中华民国殖民台湾时期。	0.0
老范的心里乱极了。	青 云 远 接	0.0
用用就知道。	用了便知。	1.0
你喝汤不喝汤？	萨鲁曼答应将伊欧玟许给葛力马·巧言，作为回报。	0.0
小心别打碎杯子。	别把杯子打碎了。	1.0
我给了她一只笔。	宗教的批判。	0.0
我们通过词典把这本书翻译出来啦！	国家文艺基金管理委员会成立于民国六十三年（1974年5月1日），是中华民国政府为奖助优良文艺创作及各项文艺活动而设，除设置国家文艺奖以外，奖助文艺作品翻译、文艺活动、文艺人才、文艺事业以及国际文艺交流等；	0.0
必须尽快改变现状，否则我真的没有出路了。	这波函数必须符合薛丁格方程。	0.0
哪儿去了，刚才？	其现时仍规划中。	0.0
他的身体不如从前硬朗了。	他的身体不如从前了。	0.8
他看了一场电影。	休斯顿社区报的加里·布朗也认为电影-{永无止境}-的动作场面和巨大的爆炸声响看来已经占据了核心地位，而邦德这个角色几乎要退居二线了。	0.0
静静地坐着。	这个发现令许多人想进一步了解海马区在记忆及学习机制的作用，因而成为一种流行，无论在神经解剖学、生理学、行为学等等各种不同领域，都对海马区做了相当丰富的研究。	0.0
无论遇到什么困难，我们都不能自乱阵脚。	科学分类。	0.0
那只凶恶的老虎被武松打死了。	职球员名单。	0.0
离城不远。	本站附近并没有任何其它的住宅区或商业点，但会有少数办公室（例如广州地铁总部曾设在南丰汇国际会展中心写字楼内），因此本站在平时没有展览活动的时候，则会显得相当冷清。	0.0
那个高个子肯定是乙班的，但是我想不起他叫什么名字了。	斯隆的名字也被记在纽约的史研究所和凯特林癌症中心。	0.0
这个难题被技术部门及时攻克。	他用这个网站来估测美国选举人团选举总统的投票结果。	0.0
他没犯一点错误。	镰仓幕府之征夷大将军为源赖家与源实朝；	0.0
别把愁事憋在心里。	发射的β粒子能量较低（46 keV），α辐射的强度较低，可用样本也一般很少，所以很难直接探测到。	0.0
他买了王教授一本书。	气体放电发出的光的颜色取决于多个因素，包括：	0.0
小孙收入微薄，而且上有父母，下有子女，家庭负担不轻，但是，为人慷慨大方，经常帮助比他更困难的朋友。	小孙收入微薄，而且上有老下有小，家庭负担不轻，但是，为人慷慨大方，经常帮助比他更困难的朋友。	1.0
姐姐昨天就把这消息告诉我了。	然而，这并不精确，因为所有的项必须出现一个整数次数，一个单词不可能出现2。	0.0
她唱歌不太难听。	以往牠们甚至分布至美国西南部，但重新引入的措施目前却未能成功。	0.0
因为一点小矛盾，彼此就不再来往了。	事实上，盯著织女星会看不见流星，因为流星来自佘契尔彗星留下的尘埃。	0.0
我没有写过长篇小说。	这些定义并没有倾向于说番茄是‘水果’，也没有将其和日常用语或关税用语中的‘蔬菜’区隔开。	0.0
切菜都不会，可见你不会做饭。	主要比赛成绩。	0.0
他被老师批评了一顿。	老师把他批评了一顿。	1.0
好不热闹。	然而也有理论研究一次允许数个线程执行临界区代码的一般情况，称为l-exclusion问题。	0.0
中国不首先使用核武器，不管是面临核威胁或者是面临核讹诈。	无论是面临核威胁还是面临核讹诈，中国都不首先使用核武器。	1.0
我觉得佳艳的德语水平远在我之上，虽然我的考试成绩比他高。	虽说我的德语考试成绩比佳艳高。但是我觉得他的水平远在我之上。	1.0
他没有告诉我火车晚点了。	然而，量子理论和广义相对论如何结合一直没有解决。	0.0
我请他明天来。	这篇文章主要参考了美国联邦标准1037C(Federal Standard 1037C)，是美国政府部门开放内容。	0.0
这个大男孩，宁可静静的坐着观察蚁群，也不愿去跟伙伴们爬树。	有部分被我们观察到的星系被分类为活跃星系，也就是说，来自星系的总能量除了恒星、尘埃和星际介质之外，还有另一个重要的来源。	0.0
这段描写固然有些夸张，但我国古代宝刀宝剑之锋利，却非虚传。	这段描写虽说有些夸张，但我国古代宝刀宝剑之锋利，却非虚传。	1.0
小王看完了书。	它是西伯利亚地区教育和科学中心，其教授密度居全国第一。	0.0
有钱没处花。	统治状况。	0.0
老杨这样的大厨红烧鱼算得了什么。	红烧鱼对老杨这样的大厨来说，很简单。	1.0
因爱而恨。	驩州记大约成书于十七世纪末到十八世纪初，采用汉文写成。	0.0
对于家庭琐事，他从来不放在心上。	他对于家庭小事从来不上心。	1.0
他抢了我一张邮票。	印章在东亚文化传统占有很重要的地位，不但是日常生活的用品，印章的图案、文字雕刻和印章本身的造型都有很高的艺术价值。	0.0
这人一面对我言听计从，一面却又在背后搞小动作。	终身成就纪念奖、非竞赛奖项不列入统计。	0.0
想说又不敢说。	本片采用盘索里春香歌并使之贯穿全剧，具有独到的艺术特点。	0.0
别揣着明白装糊涂啦。	周围地区的拳术主要为陈享的分枝，属花洪拳。	0.0
巴巴的写了他的小名儿，各处贴着叫万人叫去，为的是好养活。	但他却是一个残虐和好酒色的君主，进而导致孙吴亡国。	0.0
他三个小时没学。	退休后开始投稿各大报章杂志，成名后为中国时报人间副刊主编高信疆延揽为专栏作家，于1976年起开始出书。	0.0
今天是立夏吗？	今天立夏？	1.0
我们老担心孩子身体。	石原每周大概进行一次到两次的讲座，并且参加了骑马部学生们的课外教育，余下的时间自己看书过日。	0.0
我们都觉得你的心态越来越年轻了。	机匣剖面呈六角形是这种步枪最显著的外观特征，M1891步枪早期型没有上护木，配有背带转环，后期型增加了上护木，改为背带插槽。	0.0
屋里连一个人也没有。	但是德米特里·康斯坦丁诺维奇的大公地位不能得到俄国其他王公的普遍认可，因为他原本只是一个小公国的王公。	0.0
帽子呢？	异种原子，由已知一种原子半径，可计算出另一种原子半径。	0.0
别揣着明白装糊涂啦。	波罗莫像古代的尔诺皇帝一样，不愿意娶妻，只喜欢一切和格斗与武器相关的事情。	0.0
他四天没上课。	克鲁亚区位于阿尔巴尼亚西部，属于-{zh-hans:都拉斯；	0.0
打一次球累好几天。	值得一提的是，京都也是日本难读地名较多的市之一，著名的例子有天使突抜、先斗町等。	0.0
他最常去那里。	民国10年南京高师改为东南大学，14年东大发生学潮，翌年遂再度北上，先后执教于北京女子大学、北京高等师范学校（北京师范大学）和东北大学。	0.0
晒太阳的人们。	到国共内战结束前，上海华商保险公司剩余129家并奄奄一息，外商保险公司64家。	0.0
她买了小王一件衣服。	根据龙纬汶所说，在2003年10月，一群对政治有热诚的南亚裔人士有感少数族裔在港生活困难，决定联合认同他们的华人筹组政党，直接向政府表达诉求。	0.0
我看电影看了八十块钱。	这个例子显示为HTML；	0.0
凡是玩的事儿，没他不参加的。	国民党秘书长唐纵表示雷震到台湾后并没有参加国民党的归队登记，蒋介石说：没有党籍也要开除！。	0.0
卖衣服赚钱好容易呀，不到半年我就净落两万多。	分布在台湾本岛，生长于海拔2，800公尺至3，300公尺的地区，本种种子散布范围约略是以其树高半径的圆圏内，种子发育为小苗后，会形成母树周围有许多小苗的现象，目前已由人工引种栽培。	0.0
不应该只看到个别动作像不像，而是要看舞蹈中表现的情感可能不可能存在。	是要看舞蹈中表现的情感可能不可能存在，而不应该只看到个别动作像不像。	1.0
她看花了眼睛。	目前，以拉冈为系统的世界性精神分析学组织是世界精神分析学会（World Association of Psychoanalysis， WAP），会员以南美及非英语国家为主。	0.0
小红帽没有被狼外婆吃掉。	舞台在琳帕姆地图上没有标示的小岛。	0.0
老市长拿起手笔在铺开的宣纸上题写了几个大字。	以下是美国联盟和国家联盟以及其他联盟历年的全垒打王。	0.0
阳春四月，平原地区的桃花早就凋谢了，可是这里却仍然是一片绯红，桃花含苞欲放，艳丽多姿。	在大陆地区共有2500多名员工，研发中心位于苏州和广州。	0.0
打一次球累好几天。	台湾原住民神话与传说。	0.0
切菜都不会，可见你不会做饭。	普罗丰德维耶（法语：）是位于比利时那慕尔省的一座城市，人口11，367人（2006年）。	0.0
这张书桌不长。	初入西藏，被五世达赖喇嘛认定为三世尹咱呼图克图的转世。	0.0
多损哪，这人！	单程票为纸制车票，票面印有车程资料。	0.0
这次我只考了80分，你呢？	如果采用基群的定义，肌肉龙与皱褶龙将成为原始阿贝力龙科恐龙。	0.0
不几天事情就办完了。	新自由俱乐部。	0.0
做个群众演员不但是未来做主角的必经之路，而且是在北京生存的打工方式之一。	做个群众演员不光是未来做主角的必经之路，更是在北京生存的打工方式之一。	1.0
你忘了？	成叶色深、叶片中等偏小、叶裂较深呈U型。	0.0
在没修赵州桥之前，一条洨河横断南北，阻碍了人们的往来，造成了不便。	山脉／山峰：	0.0
她马上傲慢地环视了一下会场。	如果手术失败的话，随时会死亡。	0.0
什么事语法？简单的说，就是组词造句的规则。	而细菌中则对应有组成和结构更为简单的降解体复合物来发挥类似的功能。	0.0
忙的没个空儿。	肩高约0。	0.0
他三个小时没学。	三个小时他都没学。	1.0
历史的教训告诉我们，落后就要挨打。	最著名的事迹是发生在庄公十年（前684年）的长勺之战，成语一鼓作气的典故也来自于此。	0.0
老神仙给了人参娃娃一个宝葫芦。	坦率地说，我厌恶和厌倦这个国家到处都有政治布道者，如果我想作一个有道德的人必须相信A、B、C 和 D。	0.0
你这么做，还要不要命了？	前黎朝，为越南历史的朝代之一，由黎桓建立，立国期间为980年－1009年。	0.0
快出村口时，回头再看一眼自己住了十多年的老屋，刘华生的心里一阵酸楚。	在复出后，新特兰在英超联表现表劲，笃定降级，但麦卡特尼开始找到自己的潜能。	0.0
老张家的房子厨房不大。	老张家的房子厨房很小。	0.6
书上写着名字。	锑在地壳中的丰度估计为百万分之0。	0.0
人人都知道这件事。	也是从911事件之后，朱利安尼获得了美国的市长这个称号，这一词似乎是由奥普拉·温芙瑞在2001年9月23日于洋基体育场举行的911纪念会上所创造的，从那之后这一称号便一直伴随朱利安尼至今。	0.0
他们家死了一盆花。	不过他们的成绩为法国即将卷起的文艺复兴之风奠定了坚实的基础。	0.0
有一种爱叫放手。	放手是一种爱的表现。	1.0
这瓶酒喝了我半个月的工资。	公路客运 岳阳市区主要汽车站为洞庭汽车站、岳阳客运站。	0.0
差点儿摔倒。	桦叶荚蒾（学名：）为五福花科荚蒾属的植物，为中国的特有植物。	0.0
他吃螃蟹吃病了。	第2周期元素 -	0.0
我国在这一方面的法律规定与贵国的法律规定相同。	为香港法律适用于港方口岸区的目的，港方口岸区视为位于香港以内的地域。	0.0
玩了个痛快。	"更进一步讲：""X""上的实向量丛的范畴是等价于O-模的局部自由和有限生成的层的。"	0.0
他说起话来没个完。	他说起话来没完没了。	1.0
倘若来不及逃跑，它就会使出装死的伎俩。	北海道犬与其他日本狗种一样，有专属的原产地域及传殖系统，由于牠是北海道厚真町的特产犬只，因此亦被称为厚真犬。	0.0
我们还没有拥有技术转让的权力。	与蝮蛇不同的是，它没有热窝：	0.0
我做题做了三个小时。	明朝治理运河，自南旺而北至梁山、张秋，与济水相交。	0.0
你应该协助我们完成这个项目。	常常违反游戏规则或是取得太多的负分数时，通常会被踢出伺服器外，还有，全球每个伺服器的管理人员通常会额外新增自订的战斗规则，来决定是否要赶走违反规则的玩家，假如违反规则的情事是可以被伺服器管理人员所接受的话（当管理人员在现场时），那么这个违反游戏规则的玩家就不会被踢出伺服器外，但是取得的负分数还是得照样计入等级与经验值内。	0.0
我两手空空，既不愿让悲鸿知道，以免他焦虑，又不愿开口向人求助。	当日未领取者于同年（第二阶段）2月7日至4月30日间可至通知单上之指定邮局领取，逾期不补发。	0.0
他吃烤鸭吃胖了。	由于她出生在吉打州有富裕和名望的阿拉伯裔家庭里，所以这桩婚事并没有受到吉打皇室的阻止。	0.0
他没去北京，去上海了。	故此，每次任务他越来越谨慎，为防意外降临自己身上，但一次进行任务时，突如其来遇上一个真正的交通事故，令其行动失败。	0.0
明天晴天。	游戏是采用单主线多分支模式，并且在部分关卡会出现隐藏关卡让玩家挑战难度。	0.0
2001年的白庙尚且如此贫穷，六年之前就更是可想而知了。	市内的情况越来越困难。	0.0
地球绕着太阳公转，同时又绕着他自己的地轴不停的自转。	亚斯坦对自己的歌唱能力是极端地谦逊，常常坚持自己不会唱歌。	0.0
这箱子轻不了。	这箱子不轻。	1.0
我用这把刀切肉。	安那瑞安有三名子女，两个不知名的女儿，和独子、继承人苏瑞安（Súrion）。	0.0
渐渐地，我们了解了他的脾气。	始于1999年，至2008年结束，预计为期十年，即平均每年有五个州要发行代表各自每一个州的硬币，希望借此让年轻一代了解各州的人文历史等传统文化。	0.0
这项任务得十个人。	乡校作为高丽官学的地方教育机构也在成宗时期得到普及。	0.0
大家都称他为小诸葛。	其后，经过几次变迁，大韩放送协会改组为韩国放送公社，成为大韩民国国营媒体。	0.0
我要一件衣服，这件衣服不太红，换红一点的。	没有神，人心就没有音乐。	0.0
不管我们如何好说歹说，他却仍然是无动于衷。	不论我们如何好说歹说，他却仍然是无动于衷。	1.0
他被老师批评了一顿。	公元十三世纪意大利旅行家马可·波罗将风筝传入欧洲。	0.0
不说不知道。	说了才知道。	1.0
丽丽哭红了眼睛。	另见：蒙古国的第一级行政区划单位	0.0
我们就去帮他的忙。	他们的家被抄，家里的东西都被砸碎。	0.0
他下楼了，在门口买了几个面包，塞在书包里，然后去了图书馆。	属名在拉丁文意为玩具的手指，因为这个新属具有牙齿、类似无齿翼龙的外表，类似典型的翼手龙玩具；	0.0
噢，我来这儿搞个采访。	警方登上启丰二号调查后，声称应海事处要求，要求罗堪就等人立刻返航往西湾河水警基地接受调查。	0.0
资金感到不足。	感到资金匮乏。	1.0
动物冬眠时，新陈代谢并未停止，只不过非常缓慢。	孟尼利克二世宣布进行全国总动员，并在阿杜瓦战役中打败了意大利入侵军。	0.0
桂花别提有多香。	全国可分为四个地带：	0.0
他们见了个面。	像超人类主义的生物学家就可能会抱持这样的心态，他们认为他们的工作在本质上是道德的，并且批评生命伦理学是在误导大众。	0.0
别把愁事憋在心里。	此公约与世界人权宣言的设立是在同一系列的事件。	0.0
当然是选择原谅她啊。	整除是数学中两个自然数之间的一种关系。	0.0
我不敢管你。	由于有上述这些问题，所有使用渐进扫描的新式显示设备都需要有去交错的功能。	0.0
不说不知道。	在美国总统选举中，内布拉斯加州是全美二个依据各候选人于各个国会议员选区的得票来分配选举人票，而非胜者全取的州（另一个是缅因州）之一。	0.0
她没有半点私心。	她大公无私。	0.8
在桂花林里散步，别提多香了。	为了和同在米兰的另一家足球俱乐部国际米兰区别，一般被称为AC米兰，或直接简称米兰。	0.0
眼睛看坏了。	甲醛对皮肤及黏膜有刺激性作用，比如咽喉和眼睛鼻腔等，造成这些位置水肿，发炎、溃烂，甚至最后导致鼻咽癌等严重病变。	0.0
他卖了我一只小狗。	有得克萨斯州立大学等高等学校多所。	0.0
这位刘先生，他是个有钱人。	这位刘先生是个有钱人。	1.0
丽丽哭红了眼睛。	丽丽把眼睛哭红了。	1.0
你不以我们的祖国有着这样的英雄而自豪吗？	其治所位于诺尔雪平，约有90，000位居民。	0.0
你果然准时到了。	西汉在此设置杨县。	0.0
这个没良心的。	使用这个法则，可以定义柯氏复杂性的互信息近似。	0.0
我给了她一只笔。	他的笔是我给的。	1.0
来北京之前，我一直呆在家里。	学校位于都柏林，总共有1500个学生。	0.0
留下了一点后遗症。	留下了许多后一症。	0.4
